id	filename	md5	size	state
d7572c5d-aa89-4f5b-9409-bb2bd3c78cee	3ba5d6ec-dcce-49bb-82e5-85d3903a2aa1.FPKM-UQ.txt.gz	c5806b422f79cb6f386565448231ab0f	530474	released
a9e1e71b-bb2a-43a4-8860-a17d9beeb4c8	3709268e-3ae2-457b-b166-c1d19bcea7a3.FPKM-UQ.txt.gz	95197c0f9877de73cb1411965e12c99a	504967	released
f4617dda-2fc9-4d66-9e77-26fdea840fea	7c366536-e6c8-4f06-908d-32a89408dc5a.FPKM-UQ.txt.gz	f979c180c269ca0dfd1e500470ad93ed	501942	released
1b4f7c9e-76ad-4501-9565-3c6f4816ec27	318f2dc9-583f-4268-943c-2b416a316a70.FPKM-UQ.txt.gz	0cfc91961898e02f93dce21098ea2c83	488849	released
5bdb13af-1451-4d71-be34-c73f0c5cbc95	c04981bc-b64c-4a1f-a4ac-e7489932c834.FPKM-UQ.txt.gz	e13e1457ce9f0b23d914a782579d69c2	530962	released
49a64ab7-6091-47ee-9838-136a2d366746	0620b847-eb91-4a7e-a743-0a6621b3d8c5.FPKM-UQ.txt.gz	f5ca54dc9147d8aa4ea1a6020b4fa15f	505270	released
c262aead-b3bf-4efd-aa78-9e945742f919	46c3ad7f-0a11-4283-98a1-5a81ce0a5f4f.FPKM-UQ.txt.gz	5e35040e79cd9b5ee0d2c68edea116df	508480	released
9752d23f-fd1c-4ae8-9250-6c6177806f96	471c6daf-5ccd-4278-8a7b-ea5acd56731d.FPKM-UQ.txt.gz	60a8cf8f04cc450c3f00f3eb3c8ac140	551642	released
b5282eb7-9b7b-49c5-a64c-d16b48dbcdae	64b5cc13-137b-49a3-8783-11febcc3a961.FPKM-UQ.txt.gz	2affdb3d93a4631820b5874a7519f61d	516285	released
c824348d-01ac-4431-b35d-7b2930bc6f6d	2eb781e4-4315-4e12-872f-354bd71cc4b1.FPKM-UQ.txt.gz	88fbbd27b80594ce2e51b6bae4f8123f	516365	released
def06595-8f54-49e5-baee-8949473148bd	656900ef-bf75-4cc8-a73f-80b4a88a97fd.FPKM-UQ.txt.gz	3e42f9532accc27b622650a328bb75d4	522060	released
70e30476-75ba-4034-9bfb-b87c35252b5e	1e7bf118-08f2-4abd-901e-8a588c14f858.FPKM-UQ.txt.gz	e1abb34a933f1b37b51238db2de686f5	508173	released
0acb2aa7-7c84-4745-b2dc-ad48cfb391d7	f61547c0-5c1b-42d4-a4c0-b700cea657e6.FPKM-UQ.txt.gz	8e1aad80d6531ac7359c9715bce3f73b	489794	released
f85544aa-66c7-4720-93f6-a743c7041f63	f92d0fd3-73a5-40bf-b221-91af5ca52b1a.FPKM-UQ.txt.gz	26ceffd18216396f9c27602f4287da89	521446	released
977c956e-c72c-4f17-9cde-8f4cbb4c06dd	3d0557c9-73a8-4953-a5f0-bbdbd79189e6.FPKM-UQ.txt.gz	13f8aef8697f0c675be816fd01e07c9f	495474	released
428ae562-a7de-476b-9750-f1b1f4792116	6d7f5731-e599-4e3f-b80b-1f0ac2f68111.FPKM-UQ.txt.gz	c97ff165d82045210e05c62da8f8a2f6	480179	released
a5abda76-9016-4707-ab1e-24931324468b	37510c26-3396-4083-b06c-02d145829e30.FPKM-UQ.txt.gz	35b6853c26c0a54a14b78c05b0248e00	528491	released
87a2f831-6681-4ff0-b3c8-3d6c63d15561	3e7a9494-07e7-4f19-a646-fcc7b9e2c89e.FPKM-UQ.txt.gz	dd40762b0559474618dca82f9567ca5f	516798	released
620e5297-5e00-4068-b287-944f7f301434	b7f1ca65-f09f-4eba-9e59-73d308266e0c.FPKM-UQ.txt.gz	3281cce8fe6664019074de658a751382	508455	released
fc341220-e4d5-499d-96f1-2d4413255619	9d069f52-1dbe-424a-b1f9-d88ce964c93e.FPKM-UQ.txt.gz	7186a796f344dff686d1b0c56b40d245	533199	released
094e518a-fb4e-4c0a-9e6e-becf04a791f6	3e940a49-f192-435a-9533-dd5a99e619e3.FPKM-UQ.txt.gz	4a1477c518a6e530c69d117af3424562	518152	released
9153134d-01ff-464d-bcbf-52f7d470abdd	537fc2c1-ec0f-472a-88ad-6aeb4e77d0bb.FPKM-UQ.txt.gz	134183d69d11c89c874b436d27cbb001	505782	released
1b0bfe7b-dbb4-4840-b002-e3428c7f26f9	19229bc0-4bc2-44e8-a961-bd1eefe354de.FPKM-UQ.txt.gz	7f1cda0194d4167ca8033f7126042e8c	517598	released
feddaab7-bd5c-4d0a-bfd2-4855d22293cb	d2b1cf88-1050-4da4-a507-0e026987b6f8.FPKM-UQ.txt.gz	88eb7f297d4de7cf3bd98da23b82ea5a	498887	released
3d4e7159-fb65-4d42-bb57-a319bf7539f6	0011596d-cfa3-48f7-b182-b1e5765209fc.FPKM-UQ.txt.gz	dc35b5bdd8f4070796881f3ff036d971	515485	released
f9d01298-6c79-4341-9c2e-e6140605ec27	a28e48a6-da13-4a01-b513-48eef3c50956.FPKM-UQ.txt.gz	5a7463c36f35a5bbffe93e0d98520130	474610	released
670e10ca-360c-488d-a9b8-cc48578ab79d	ff66393b-2c09-4471-8347-515269c0519c.FPKM-UQ.txt.gz	6f7649ba8dd7a31d7f681aab7b3758dc	526321	released
9435c0d4-aa59-4456-ac58-fcef500dbea5	573b5b56-64cc-4b97-848f-2970163b86e9.FPKM-UQ.txt.gz	7f121366303bcb9a0555bf162ecb7f76	558407	released
73a56339-7ef9-4cc5-a1f5-f0fd3742563d	32321d7e-aeb9-4e0f-9653-e70e1f3b432a.FPKM-UQ.txt.gz	89e5782532b88b445446ab0272a1b4c2	497929	released
64fe465b-42d2-480b-af9d-74482cb87f70	8ab6b107-0bc6-449b-9cc2-4ae0ac64e346.FPKM-UQ.txt.gz	8e0f705660c01289a5e3c2d28cd7e5f1	489485	released
eb5bfbd1-4f86-4212-a234-e8a15f74c008	245898d6-05ac-4e6a-b8e7-39aafeb98c71.FPKM-UQ.txt.gz	da7cbb9744a55318c32f70ec0ae2227d	517792	released
d746e96a-6334-4067-8a47-900b53bd2ed4	8aa824c9-cda6-4a30-a92e-66d50c3b221d.FPKM-UQ.txt.gz	cc3760f1d832c25af233216f84aece17	527949	released
1cab6ba4-4c3e-4e9a-8990-7bfabede8ce0	ee78a147-24c8-4487-a112-b46974641796.FPKM-UQ.txt.gz	74f6484acab239842308ea08c30f7c59	503493	released
2e433297-3827-4491-86cb-f2111038ac9a	6613cf15-369a-427a-85eb-485b16916806.FPKM-UQ.txt.gz	fb0f82008b119969179de16434892409	504213	released
31273021-8ae6-4033-a12b-a52687769947	b7eeea5a-38ea-43df-a9b3-ffbee10b5872.FPKM-UQ.txt.gz	72abbea0f632cadb8de08994dcbbf4bd	533005	released
0b0e0b62-b823-4fdb-b37b-4a2731e648a7	135d3378-fcae-4059-83e9-0887cf516313.FPKM-UQ.txt.gz	b545faa0eaac3e407b140d75f848327f	530938	released
8e70deef-bf9c-46b6-91b8-5a7ba4fc60b4	c904d92e-b3bb-402c-ae37-fea2b8328970.FPKM-UQ.txt.gz	1aefb7d93ba3320a52f177b02c47a2d3	501354	released
bc34075c-8793-4982-93b0-5398dbcf14e7	393232a1-d0de-40a1-9e75-24b22e1356ad.FPKM-UQ.txt.gz	ea2ac83bb220e14af51bf40f18a1e323	494922	released
40b3a9f5-6e1b-4783-a60e-4e593a07f3db	7134aa37-37e9-4241-a0db-df4afd44d9cb.FPKM-UQ.txt.gz	797e82bdc131715fad4762b96c79d5c3	489807	released
368a3a71-9344-480e-b9cc-cbe1380cda6e	ea0adbb9-b6ff-443f-a9b3-f4e9696f74f9.FPKM-UQ.txt.gz	1df5a579689fba607f38af84e4bafeb8	514353	released
bc345590-4c9b-4ac4-936a-39c486f82748	c216afb1-a48a-4ab9-9885-a301f2992d50.FPKM-UQ.txt.gz	98ce042854544125917856935cfc3dc4	509506	released
cad4dd2d-4909-4ed4-b3f1-bc938611efe2	65703426-dbb6-4591-ad7f-53663cc3aeae.FPKM-UQ.txt.gz	aa9b2fe0959c0b240935ab22aed14ff8	520622	released
012cdb1d-51b5-487d-859b-ab1c4d34874b	05ac38d7-29f0-46ae-b4d2-a908a4a9599b.FPKM-UQ.txt.gz	6d5a31fcb4db06d43c8a3df84d8c834d	501894	released
2b3733bd-d7b7-42bd-a6b0-9fa2803407e2	a5e01168-a45e-4546-b52e-50315aec4567.FPKM-UQ.txt.gz	27a43465e320ce7654b4e9f462aebd86	514128	released
597a8571-52ef-4b21-9a29-531c0ca25cb7	f567c8ad-73b1-4206-8aa1-ef6dcff378c5.FPKM-UQ.txt.gz	2176b6997dbf1ebccdab3283019be6f3	485019	released
b6c59c8f-9d4c-46d9-9e10-dcd5ee5af7b4	f3742353-056e-41ac-8a43-f73ee7594861.FPKM-UQ.txt.gz	87473250e38535db545ee29245e34272	517287	released
b21f87ae-759f-494a-8c05-66aa308bd409	ad417a8f-bc1e-4a1d-84ca-83bcc26ca179.FPKM-UQ.txt.gz	3b0de2bce2d0eeb62436e2f06932cce7	549468	released
a84b6857-49c8-4a22-abde-075ef38fff5b	403f8d67-ffe2-466a-93ce-5bcefd609040.FPKM-UQ.txt.gz	6e933c3430330fd136cebf1c83d269de	515410	released
16be889b-4054-4c34-9545-ef0d1e8b9eda	d5c5db61-77d0-48c7-b669-da590752f179.FPKM-UQ.txt.gz	c1005a777348502dc58bbfab5b54221e	516165	released
9223fd5a-da5c-4805-b43f-0709d7d9903c	61ed5ca1-343a-42aa-9d54-73ddd3f6b484.FPKM-UQ.txt.gz	cd89591e87da756aefd49f8cd8cc72eb	516028	released
7bd9fd69-be64-4fb9-b771-14e6f569e33b	5523b074-a164-44ad-bf0e-379ae270916d.FPKM-UQ.txt.gz	391f30ea610c6053eacd4a6e6d1a354a	519834	released
614e9c35-2d92-4d9f-b2b5-7ba5abe8d65b	293f120d-b367-496f-9918-b9706661a772.FPKM-UQ.txt.gz	071c9b4f6596d445ef3456ef5a405483	491667	released
023a7313-01f5-4442-81be-b2ebc731c4cd	ecf78283-0eb3-4710-8e5a-30f56da510bd.FPKM-UQ.txt.gz	31ee8a6642db3127b96e47ee21469a7f	520600	released
c0a855e8-48b6-47bf-ae78-99ca81aa011e	34b0bd18-9125-44d0-a018-10fc664cf118.FPKM-UQ.txt.gz	1372d92e1f835a6057fc51da18cc082d	501401	released
6aa16521-e6e1-4897-b423-b79c06cc3df2	f0635afd-c734-4171-a687-8e40ba01d53e.FPKM-UQ.txt.gz	37157e4dcc01dba068ce75b939526800	516040	released
6ce997d1-3637-4c3f-8d12-09da4b99f974	d8219bec-aec9-4cc3-8864-be208897fdd1.FPKM-UQ.txt.gz	d8c521cd1d1225af763e9b887d6c1b15	516058	released
bd89dea2-fd84-4c93-8eb3-4c0365a62897	c1daf727-d2a2-4370-b9f7-9c90d0a8218d.FPKM-UQ.txt.gz	a8f7d65f2ce9062458dab48c5793127a	525962	released
beaffdb8-07e8-4faf-9f61-8b9e21d19805	d2d69589-3744-4394-829a-ec8d2843d004.FPKM-UQ.txt.gz	db6cfac7a2539137bcf088d457f53765	489946	released
3365c169-ceb2-4133-bf01-cfe0d5fab2dc	d1666bf1-50fa-44ec-8681-8f46e479daee.FPKM-UQ.txt.gz	4c9b3853babb4cf304b4265261e5655f	581399	released
1fbfc163-167c-4978-9954-168dae2b0e2d	3b76359a-6260-4248-9440-7c09d7bc6254.FPKM-UQ.txt.gz	b822b7b4d254535d24c14044bd1a847a	512337	released
d95ad827-1e66-46ac-b9f5-016161673e70	d6ea3f1d-9186-40c4-a51e-4d94d07ea663.FPKM-UQ.txt.gz	1029895459200cc799466a377e176efa	499154	released
025924a0-cab1-4ffc-a290-0fdd8a18eace	bc25991e-4835-42e6-b898-87df2434d7c5.FPKM-UQ.txt.gz	1225814c93d37a233445d5d4d70fdd6a	506148	released
ef355f0d-8372-435a-8225-3b7253509a2f	9882f530-c5b1-4306-ac6e-aafe915ac56f.FPKM-UQ.txt.gz	72595a2bf6e53657dd76aefada9b8c3c	511215	released
13bb0e8a-e331-4725-a931-8fde4ac22694	ead4c59e-2719-4bf8-a44e-5cc966c42f94.FPKM-UQ.txt.gz	2bcf2788f63a66bac3a450b7aca3dbe9	530378	released
812587f4-6ea0-46c2-8b33-ea1959391885	961f2c3c-1914-4b25-99ad-2eafaad4ab43.FPKM-UQ.txt.gz	1390445f6a71a036529a0418d1595a47	492439	released
0a185748-b2ec-470c-aa80-0159bc056d82	15de6a8e-f6bb-49c1-abd6-5c6519f56fa8.FPKM-UQ.txt.gz	b87b264469c0a5d90c639cf74a37d58c	509044	released
5f3df08b-397a-436e-9bd3-53d862dcffb3	37dfd69b-aa9f-4311-a79e-92a2245e5219.FPKM-UQ.txt.gz	9f5d94cd65e783e51995c2156d56d58f	490370	released
85eb6856-2544-4bb5-b7a9-b410035e4e03	47eeaa0c-f297-4686-b746-036b731d4a34.FPKM-UQ.txt.gz	dbf7df0d65b73a83f3a92be9646c4f36	455087	released
0bbdbcf1-07d7-48d4-a419-cd9b9c51a513	9e8b0d08-5be1-44c5-8dda-bd4d4ba3a88d.FPKM-UQ.txt.gz	dcab3e3c6c71fab52ca28b77d8e5e6aa	490755	released
91dc21c7-03c6-4e15-bd14-ea4b7801f1a2	339d2f52-4b6a-44d3-ac6f-3517dd466986.FPKM-UQ.txt.gz	98dd1406bfcedcc67dfbd9d73baf8ff2	483753	released
4c66a076-570d-4b2c-b75c-2fed05968c0c	eb8067e5-1e8b-4994-9a28-f512c20502d4.FPKM-UQ.txt.gz	e5aa6c0846d50ada12dd5419dac7f5f6	523834	released
b7c56ec8-3f0b-4de2-8eda-c3f2bc7aa159	bd6e216f-1420-4869-b3e4-d6166e838c74.FPKM-UQ.txt.gz	3c99ea20eeb76f7fe19ea6a18c5d837c	534415	released
5870b576-1f45-4790-b1f7-ac71ca9c9348	c3e0e0bf-cef2-4dcd-9a44-7cafb4cbb6f1.FPKM-UQ.txt.gz	45a1f4968cb06e395e96e9564ace6e63	497903	released
d5593a87-b89b-463e-8dcd-9661100a4676	7b5ff8ec-8e07-4810-95a3-171623340f88.FPKM-UQ.txt.gz	602e438e97753a6885a644636d67c58d	488855	released
00086b37-ad3a-4e4b-b44d-ea0cc657f48b	bdc49eae-31d4-425b-b7d1-49f1cf14df44.FPKM-UQ.txt.gz	a26913ae01c41c8a69661573f201df88	515966	released
cafcbf46-6182-49be-9ef0-5330a4e8f2ec	2bbba516-be54-4391-b029-f73657997e02.FPKM-UQ.txt.gz	39f3a35dbe652c35ea618da988106f02	505813	released
00c52c30-670a-4473-9268-b6630715546f	f5956574-d5c8-4e1e-accc-7198459a0cf5.FPKM-UQ.txt.gz	809c2197e56ed5d98132df53af36324f	463027	released
eb7895a0-0ac5-4325-b6e3-563c7647ae07	0dd129d5-46d3-4229-b16e-c6a1e92b42e4.FPKM-UQ.txt.gz	bf58174cd9ab4d265b539372f6a89b9c	512756	released
1e79f698-6419-47e8-ae0c-80ba3745db42	9106b138-472d-4fa5-a1c7-ca09fe73774a.FPKM-UQ.txt.gz	1885f3b887743725a3597c7fdb56eba6	512598	released
7ff9e3df-9778-4385-b14b-26c77d2f013c	0254436b-fef6-4a7c-9e9c-751c9dca66ca.FPKM-UQ.txt.gz	578730702064618fc9100e28023a1fa1	505541	released
d50e90b4-08aa-44c2-b1b3-4be0fa5f5b10	41b20178-7fb0-4963-8413-742de3bc568b.FPKM-UQ.txt.gz	55f660d53e89b850e1978c9ce87edc00	490590	released
00e2bd25-cabb-4901-be17-14ed82e35e45	f1e3383c-b4c6-4ed6-b096-6c57bf80a802.FPKM-UQ.txt.gz	e3d9578ab2fe4e102853d5ebf542dc73	511937	released
8eb77133-778c-4326-a1aa-7c41ca976e20	0abdff51-3e12-492e-bf51-fe302318d8c7.FPKM-UQ.txt.gz	a1271ee337942131af77e0652bb613c7	518008	released
78c0e438-cce0-46a8-948b-5685bf1ac905	684b31a3-a8d8-4730-aac0-33367152f30a.FPKM-UQ.txt.gz	e7bde8d9844da58c49b267356d6e105e	517481	released
e3bf074a-e2f9-4e2d-9641-ebe470bea06f	6698a82c-ebeb-406f-bc7a-5afa09b29e11.FPKM-UQ.txt.gz	2b0e39f7d5c7383e09b9a96c143d61e5	517245	released
2b912aaa-1eab-4d61-a377-147ed7c733ea	bd0da177-9dad-4f37-9e6a-202b5fd2139e.FPKM-UQ.txt.gz	a466882316e07a6abb73bffd7ae7ffdf	529518	released
142d1d72-6148-40fc-bce3-620314c6a9a8	6b0cf425-7863-4edd-bc2d-0a05dfc7fc75.FPKM-UQ.txt.gz	5970662fdeef910116a91493a7924a7d	532326	released
76854785-3fcb-4d61-907f-a56d4ddbf5cb	0362fa45-2de2-4d3a-a8bc-a0e3bd23c939.FPKM-UQ.txt.gz	b20e7839308a5fbf00044e7068eab450	517616	released
8efb6e99-18d4-4f31-81bf-5d7cf18d566c	65ae2ceb-dd35-4ff8-83f7-30e00589e425.FPKM-UQ.txt.gz	c75927007ccdf79b3a3b48f124f4e1d5	600632	released
f1fcf6d6-1722-4d33-9e2b-04d98912b2ed	2650ece4-ac6b-4fcd-86b3-f8e3d75695a1.FPKM-UQ.txt.gz	17c917d58e17becaffa0cd169358fbf6	501565	released
ea6b0d28-e7c0-4b35-a852-d03e60a3c075	d09dc15d-98ac-44c1-a474-a9710f87b8ae.FPKM-UQ.txt.gz	b57477fbd58de48e30c5a342fdc8a2d5	485444	released
9a52dc1f-af10-426d-9430-ab9187774cca	a706fe8c-8ac8-4938-ae21-90b51b1f90fa.FPKM-UQ.txt.gz	7325708636026f894322223ba0ad9e55	492789	released
659bd203-3b92-4146-851f-82f92ecc8360	a1884346-d2e7-4ec6-aa0a-0d043537ee00.FPKM-UQ.txt.gz	f2cadaa946f0718cd6683f4c78f0ffb0	552126	released
dc3c34d4-2c14-42cb-9e3b-ece4051a79f0	ef7fb70d-b9aa-4722-9162-c859e00ed132.FPKM-UQ.txt.gz	1f0c747250808f725565098cb0fc7223	546042	released
16e67d5c-da1c-4a56-852e-d370fc7c8c40	b2697c28-f5f4-4af9-901a-c322f59e7aec.FPKM-UQ.txt.gz	c5f4d61313f0617304e1a55e8c2693c1	531745	released
18b02b85-6562-4e8a-b580-4769fa4378e1	b92b53ad-faad-497d-a4ff-ad850cd29884.FPKM-UQ.txt.gz	a4a8a40be523765397ac222271d0e295	526578	released
