aliquot_id	aliquot_submitter_id	case_id	case_submitter_id	project_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	no_matched_normal_targeted_sequencing	aliquot_quantity	aliquot_volume	state	source_center	analyte_type	no_matched_normal_wxs	no_matched_normal_low_pass_wgs	selected_normal_wgs	selected_normal_targeted_sequencing	amount	no_matched_normal_wgs	selected_normal_low_pass_wgs	selected_normal_wxs	concentration	analyte_type_id
04c6c9d2-86e6-4798-bd2c-43eaaa1550a8	TCGA-55-6972-11A-01D-1943-01	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	650e21b6-138d-4b15-9551-a088695ef45f	TCGA-55-6972-11A	7f468d8b-4099-478d-862f-42b778947813	TCGA-55-6972-11A-01	537b75b9-fa5f-42de-af99-a590d005c211	TCGA-55-6972-11A-01D	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
e448d6d2-be85-4164-be3f-fd7e5a0c53ec	TCGA-55-6972-11A-01R-1949-07	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	650e21b6-138d-4b15-9551-a088695ef45f	TCGA-55-6972-11A	7f468d8b-4099-478d-862f-42b778947813	TCGA-55-6972-11A-01	812b5e4c-44af-4735-b8f1-5f1bbf8f88f9	TCGA-55-6972-11A-01R	--	released	--	--	0.13	22	--	--	--	--	--	--	--	--	--	--
81b73484-a13a-452d-a1e6-2645275387bd	TCGA-55-6972-11A-01W-1984-08	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	650e21b6-138d-4b15-9551-a088695ef45f	TCGA-55-6972-11A	7f468d8b-4099-478d-862f-42b778947813	TCGA-55-6972-11A-01	dde68141-e4d8-4652-862a-4af216aa1c21	TCGA-55-6972-11A-01W	--	released	--	--	0.5	22	--	--	--	--	--	--	--	--	--	--
13e20aec-d506-4fa0-a6e1-121e76dcedc4	TCGA-55-6972-01A-11R-1949-07	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	38c83b40-fba4-48d4-ad6e-93768cb6139f	TCGA-55-6972-01A	4072b11b-d4a8-4fa2-a33d-1c1ea73f0ccd	TCGA-55-6972-01A-11	6601bfe6-b0d6-4100-9f1e-1782428e031c	TCGA-55-6972-01A-11R	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
46693a2b-5105-4770-a9e1-031dfedeb694	TCGA-55-6972-01A-11D-1945-08	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	38c83b40-fba4-48d4-ad6e-93768cb6139f	TCGA-55-6972-01A	4072b11b-d4a8-4fa2-a33d-1c1ea73f0ccd	TCGA-55-6972-01A-11	8e7045f6-254b-491b-8cd8-e29dbbae2596	TCGA-55-6972-01A-11D	--	released	--	--	0.05	22	--	--	--	--	--	--	--	--	--	--
4a90a4e2-8a23-425d-a249-5bce63edf3cb	TCGA-55-6972-01A-11D-1943-01	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	38c83b40-fba4-48d4-ad6e-93768cb6139f	TCGA-55-6972-01A	4072b11b-d4a8-4fa2-a33d-1c1ea73f0ccd	TCGA-55-6972-01A-11	8e7045f6-254b-491b-8cd8-e29dbbae2596	TCGA-55-6972-01A-11D	--	released	--	--	0.16	22	--	--	--	--	--	--	--	--	--	--
aafdaaca-0720-4f7e-a81f-4e5f6a71eeaa	TCGA-55-6972-01A-11D-1947-05	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	38c83b40-fba4-48d4-ad6e-93768cb6139f	TCGA-55-6972-01A	4072b11b-d4a8-4fa2-a33d-1c1ea73f0ccd	TCGA-55-6972-01A-11	8e7045f6-254b-491b-8cd8-e29dbbae2596	TCGA-55-6972-01A-11D	--	released	--	--	0.16	22	--	--	--	--	--	--	--	--	--	--
1ea02da6-af2a-44b6-9439-babb233f4944	TCGA-55-6972-01A-11D-1941-02	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	38c83b40-fba4-48d4-ad6e-93768cb6139f	TCGA-55-6972-01A	4072b11b-d4a8-4fa2-a33d-1c1ea73f0ccd	TCGA-55-6972-01A-11	8e7045f6-254b-491b-8cd8-e29dbbae2596	TCGA-55-6972-01A-11D	--	released	--	--	0.16	22	--	--	--	--	--	--	--	--	--	--
c5b06f0c-a1cf-4318-b736-4489a3860fd0	TCGA-55-6972-01A-11H-1948-13	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	38c83b40-fba4-48d4-ad6e-93768cb6139f	TCGA-55-6972-01A	4072b11b-d4a8-4fa2-a33d-1c1ea73f0ccd	TCGA-55-6972-01A-11	b5623b09-bdce-44c4-bb75-3be00a664109	TCGA-55-6972-01A-11H	--	released	--	--	0.14	22	--	--	--	--	--	--	--	--	--	--
020e852c-d71e-488d-92ab-35037401dbe8	TCGA-55-6972-01A-11W-1984-08	c4d1e105-28b7-48df-abef-fbe09782fdb2	TCGA-55-6972	TCGA-LUAD	38c83b40-fba4-48d4-ad6e-93768cb6139f	TCGA-55-6972-01A	4072b11b-d4a8-4fa2-a33d-1c1ea73f0ccd	TCGA-55-6972-01A-11	f61a151c-c297-41b4-adf8-798c14c4143c	TCGA-55-6972-01A-11W	--	released	--	--	0.5	22	--	--	--	--	--	--	--	--	--	--
0686c68f-5cb0-4259-93a6-8773a0cbcc11	TCGA-86-8668-10A-01D-2389-01	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	2c99cfac-714b-4d1f-99b1-86e40a998f7d	TCGA-86-8668-10A	550ade78-d85c-402b-a9be-e648a21aec19	TCGA-86-8668-10A-01	aaedcb33-54a0-4215-a329-816a99cfe700	TCGA-86-8668-10A-01D	--	released	--	--	0.17	22	--	--	--	--	--	--	--	--	--	--
323d27d0-2b2a-4dad-a8fe-1d588b0688d3	TCGA-86-8668-10A-01D-2393-08	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	2c99cfac-714b-4d1f-99b1-86e40a998f7d	TCGA-86-8668-10A	550ade78-d85c-402b-a9be-e648a21aec19	TCGA-86-8668-10A-01	aaedcb33-54a0-4215-a329-816a99cfe700	TCGA-86-8668-10A-01D	--	released	--	--	0.05	22	--	--	--	--	--	--	--	--	--	--
0e5155df-d275-4e42-88c6-161e47ff8174	TCGA-86-8668-10A-01W-A29E-08	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	2c99cfac-714b-4d1f-99b1-86e40a998f7d	TCGA-86-8668-10A	550ade78-d85c-402b-a9be-e648a21aec19	TCGA-86-8668-10A-01	8c02a580-2a8d-4a6d-b42a-31702ebff1cc	TCGA-86-8668-10A-01W	--	released	--	--	0.5	23	--	--	--	--	--	--	--	--	--	--
b4dd2dba-4c89-48e8-b74a-bb8d55e85b25	TCGA-86-8668-01A-11D-2389-01	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	826d2a46-4a89-4398-8a22-1ba7fefe4a7b	TCGA-86-8668-01A	0e299c82-e52a-4ebc-9d5b-5f0c29e28ba5	TCGA-86-8668-01A-11	0e92d0cc-3b43-4c34-afc5-4a0a3d9e5745	TCGA-86-8668-01A-11D	--	released	--	--	0.17	22	--	--	--	--	--	--	--	--	--	--
b297dac8-3764-4397-b78b-94bb002cf322	TCGA-86-8668-01A-11D-2393-08	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	826d2a46-4a89-4398-8a22-1ba7fefe4a7b	TCGA-86-8668-01A	0e299c82-e52a-4ebc-9d5b-5f0c29e28ba5	TCGA-86-8668-01A-11	0e92d0cc-3b43-4c34-afc5-4a0a3d9e5745	TCGA-86-8668-01A-11D	--	released	--	--	0.05	22	--	--	--	--	--	--	--	--	--	--
ed75aef5-6228-40e4-b247-815b4b9ff917	TCGA-86-8668-01A-11D-2398-05	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	826d2a46-4a89-4398-8a22-1ba7fefe4a7b	TCGA-86-8668-01A	0e299c82-e52a-4ebc-9d5b-5f0c29e28ba5	TCGA-86-8668-01A-11	0e92d0cc-3b43-4c34-afc5-4a0a3d9e5745	TCGA-86-8668-01A-11D	--	released	--	--	0.17	22	--	--	--	--	--	--	--	--	--	--
ae6e4491-f510-41b0-9279-d4887504a637	TCGA-86-8668-01A-11R-2403-07	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	826d2a46-4a89-4398-8a22-1ba7fefe4a7b	TCGA-86-8668-01A	0e299c82-e52a-4ebc-9d5b-5f0c29e28ba5	TCGA-86-8668-01A-11	000bed19-9dbb-4098-aa57-b7135157b8b9	TCGA-86-8668-01A-11R	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
37ffd3e6-6318-4ebf-b5cb-d7b9289f20a6	TCGA-86-8668-01A-11W-A29E-08	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	826d2a46-4a89-4398-8a22-1ba7fefe4a7b	TCGA-86-8668-01A	0e299c82-e52a-4ebc-9d5b-5f0c29e28ba5	TCGA-86-8668-01A-11	d86d5cc4-ac21-4760-945d-557cdad0fbbe	TCGA-86-8668-01A-11W	--	released	--	--	0.5	23	--	--	--	--	--	--	--	--	--	--
0a609218-0ed4-48b9-9cfc-84f364525c75	TCGA-86-8668-01A-11H-2402-13	f2d8b332-2f03-46e5-a9d5-f163972e5fa7	TCGA-86-8668	TCGA-LUAD	826d2a46-4a89-4398-8a22-1ba7fefe4a7b	TCGA-86-8668-01A	0e299c82-e52a-4ebc-9d5b-5f0c29e28ba5	TCGA-86-8668-01A-11	8e6b2a43-ebcb-4e11-a312-7c1cc3c58513	TCGA-86-8668-01A-11H	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
afd7b064-73e5-4b82-aa85-151ab9868f20	TCGA-93-A4JO-10A-01D-A24O-01	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	2dc10f3c-1ae3-4321-8591-9cb71e468551	TCGA-93-A4JO-10A	066dccf1-5453-4bd9-a6b3-9ed753750f5c	TCGA-93-A4JO-10A-01	41ffcec0-9db3-422e-8034-b1c6b866ab89	TCGA-93-A4JO-10A-01D	--	released	--	--	0.17	23	--	--	--	--	--	--	--	--	--	--
344d569c-d8cc-40ae-b10e-18ef034ff5b4	TCGA-93-A4JO-10A-01D-A24P-08	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	2dc10f3c-1ae3-4321-8591-9cb71e468551	TCGA-93-A4JO-10A	066dccf1-5453-4bd9-a6b3-9ed753750f5c	TCGA-93-A4JO-10A-01	41ffcec0-9db3-422e-8034-b1c6b866ab89	TCGA-93-A4JO-10A-01D	--	released	--	--	0.08	23	--	--	--	--	--	--	--	--	--	--
89f2bbf2-0a42-4448-bb48-107df5d875a0	TCGA-93-A4JO-10A-01W-A26D-08	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	2dc10f3c-1ae3-4321-8591-9cb71e468551	TCGA-93-A4JO-10A	066dccf1-5453-4bd9-a6b3-9ed753750f5c	TCGA-93-A4JO-10A-01	eddd3ea0-2ede-4520-bc1a-6748460bb770	TCGA-93-A4JO-10A-01W	--	released	--	--	0.5	23	--	--	--	--	--	--	--	--	--	--
993626ac-469c-4d9d-8278-63fda45598c0	TCGA-93-A4JO-01A-21R-A24X-07	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	e88b670d-57af-4001-a9f3-0e13496b426a	TCGA-93-A4JO-01A	a87cdaa0-2b69-4414-b8bd-e1f20e11b7cf	TCGA-93-A4JO-01A-21	0da51ce9-63d7-44df-960e-6f827f3fa173	TCGA-93-A4JO-01A-21R	--	released	--	--	0.16	23	--	--	--	--	--	--	--	--	--	--
b26c8dda-1751-4bc0-96b9-1059b69d0803	TCGA-93-A4JO-01A-21D-A24O-01	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	e88b670d-57af-4001-a9f3-0e13496b426a	TCGA-93-A4JO-01A	a87cdaa0-2b69-4414-b8bd-e1f20e11b7cf	TCGA-93-A4JO-01A-21	e405fde0-d0d1-4518-8172-9db843746b33	TCGA-93-A4JO-01A-21D	--	released	--	--	0.14	23	--	--	--	--	--	--	--	--	--	--
73625703-839c-4fcf-9e06-878d2ad89471	TCGA-93-A4JO-01A-21D-A24U-05	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	e88b670d-57af-4001-a9f3-0e13496b426a	TCGA-93-A4JO-01A	a87cdaa0-2b69-4414-b8bd-e1f20e11b7cf	TCGA-93-A4JO-01A-21	e405fde0-d0d1-4518-8172-9db843746b33	TCGA-93-A4JO-01A-21D	--	released	--	--	0.14	23	--	--	--	--	--	--	--	--	--	--
19b75c03-0e58-4f28-a280-a4829ee6f46f	TCGA-93-A4JO-01A-21D-A24P-08	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	e88b670d-57af-4001-a9f3-0e13496b426a	TCGA-93-A4JO-01A	a87cdaa0-2b69-4414-b8bd-e1f20e11b7cf	TCGA-93-A4JO-01A-21	e405fde0-d0d1-4518-8172-9db843746b33	TCGA-93-A4JO-01A-21D	--	released	--	--	0.07	23	--	--	--	--	--	--	--	--	--	--
b0ab55ad-2fce-4ca3-a007-1c6ac854a6d1	TCGA-93-A4JO-01A-21H-A24S-13	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	e88b670d-57af-4001-a9f3-0e13496b426a	TCGA-93-A4JO-01A	a87cdaa0-2b69-4414-b8bd-e1f20e11b7cf	TCGA-93-A4JO-01A-21	776dad58-e9e0-45e5-9a60-62c965a77505	TCGA-93-A4JO-01A-21H	--	released	--	--	0.18	23	--	--	--	--	--	--	--	--	--	--
e2b8895f-d4ca-4dd5-b79a-b2f928f9cb1e	TCGA-93-A4JO-01A-21W-A26D-08	3daebe75-c6df-478e-8a4c-11186fd5ead9	TCGA-93-A4JO	TCGA-LUAD	e88b670d-57af-4001-a9f3-0e13496b426a	TCGA-93-A4JO-01A	a87cdaa0-2b69-4414-b8bd-e1f20e11b7cf	TCGA-93-A4JO-01A-21	6b276f1d-d491-41ad-b4fe-aa65e86d84e4	TCGA-93-A4JO-01A-21W	--	released	--	--	0.5	23	--	--	--	--	--	--	--	--	--	--
cccc8422-3703-4b4c-a9ce-fdbf0c3d1620	TCGA-97-A4M5-10A-01D-A24P-08	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	1c7b7078-b5c2-4cd8-ae78-2e81ff3f0a15	TCGA-97-A4M5-10A	a4aa68aa-4bea-4dae-989d-0ebbd62cf86a	TCGA-97-A4M5-10A-01	1c27cd3e-731a-44fb-9333-cafe6c8577bc	TCGA-97-A4M5-10A-01D	--	released	--	--	0.08	23	--	--	--	--	--	--	--	--	--	--
5a477fc2-aa2a-4026-a65b-5dff1b6699de	TCGA-97-A4M5-10A-01D-A24O-01	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	1c7b7078-b5c2-4cd8-ae78-2e81ff3f0a15	TCGA-97-A4M5-10A	a4aa68aa-4bea-4dae-989d-0ebbd62cf86a	TCGA-97-A4M5-10A-01	1c27cd3e-731a-44fb-9333-cafe6c8577bc	TCGA-97-A4M5-10A-01D	--	released	--	--	0.16	23	--	--	--	--	--	--	--	--	--	--
cc8024f2-1696-4e91-bc99-19657c0e303e	TCGA-97-A4M5-10A-01W-A26D-08	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	1c7b7078-b5c2-4cd8-ae78-2e81ff3f0a15	TCGA-97-A4M5-10A	a4aa68aa-4bea-4dae-989d-0ebbd62cf86a	TCGA-97-A4M5-10A-01	93c66bc4-1c0e-418b-a164-c92147e8da30	TCGA-97-A4M5-10A-01W	--	released	--	--	0.5	23	--	--	--	--	--	--	--	--	--	--
a9b0abf6-d818-4aa0-a1bc-3e3c1cf2ff59	TCGA-97-A4M5-01A-11R-A24X-07	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	091e0712-7fde-442c-aef1-5c504f91b227	TCGA-97-A4M5-01A	ac6771c2-601c-496f-98bf-ec6c171c1883	TCGA-97-A4M5-01A-11	0d41bfc0-ac10-45db-8180-25ac1807c0ec	TCGA-97-A4M5-01A-11R	--	released	--	--	0.18	23	--	--	--	--	--	--	--	--	--	--
8b2d54fa-9bb3-40b3-abc0-dd6062a0067f	TCGA-97-A4M5-01A-11D-A24O-01	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	091e0712-7fde-442c-aef1-5c504f91b227	TCGA-97-A4M5-01A	ac6771c2-601c-496f-98bf-ec6c171c1883	TCGA-97-A4M5-01A-11	6e8f846a-1120-499e-ad23-34607973db27	TCGA-97-A4M5-01A-11D	--	released	--	--	0.15	23	--	--	--	--	--	--	--	--	--	--
a63c99df-c7d1-4308-980f-372d770e98ce	TCGA-97-A4M5-01A-11D-A24P-08	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	091e0712-7fde-442c-aef1-5c504f91b227	TCGA-97-A4M5-01A	ac6771c2-601c-496f-98bf-ec6c171c1883	TCGA-97-A4M5-01A-11	6e8f846a-1120-499e-ad23-34607973db27	TCGA-97-A4M5-01A-11D	--	released	--	--	0.07	23	--	--	--	--	--	--	--	--	--	--
e651dea2-dada-42fb-9e47-8a1e23b0af0a	TCGA-97-A4M5-01A-11D-A24U-05	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	091e0712-7fde-442c-aef1-5c504f91b227	TCGA-97-A4M5-01A	ac6771c2-601c-496f-98bf-ec6c171c1883	TCGA-97-A4M5-01A-11	6e8f846a-1120-499e-ad23-34607973db27	TCGA-97-A4M5-01A-11D	--	released	--	--	0.15	23	--	--	--	--	--	--	--	--	--	--
6170f433-6184-4232-b89c-45d08d5b4d49	TCGA-97-A4M5-01A-11H-A24S-13	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	091e0712-7fde-442c-aef1-5c504f91b227	TCGA-97-A4M5-01A	ac6771c2-601c-496f-98bf-ec6c171c1883	TCGA-97-A4M5-01A-11	eff2fc48-6caf-48a3-ae78-2664fd946512	TCGA-97-A4M5-01A-11H	--	released	--	--	0.17	23	--	--	--	--	--	--	--	--	--	--
311a9797-c9c6-40da-8a30-0688d36830ed	TCGA-97-A4M5-01A-11W-A26D-08	5fe77d4a-a8a5-4c90-8ff2-9c3bbbb309ef	TCGA-97-A4M5	TCGA-LUAD	091e0712-7fde-442c-aef1-5c504f91b227	TCGA-97-A4M5-01A	ac6771c2-601c-496f-98bf-ec6c171c1883	TCGA-97-A4M5-01A-11	22d62d0f-fdf0-4292-9c5e-46bed832185a	TCGA-97-A4M5-01A-11W	--	released	--	--	0.5	23	--	--	--	--	--	--	--	--	--	--
40664bf2-8c68-44af-b973-c95e00ae1da4	TCGA-55-6984-11A-01D-1941-02	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	0e0ff02a-dd07-487b-bd81-fa2a001977fb	TCGA-55-6984-11A	6b9eddb2-d934-4bec-883f-c6c51f3275b7	TCGA-55-6984-11A-01	0c63c572-0539-4969-afba-102af6d0e5a7	TCGA-55-6984-11A-01D	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
292f68fd-f1c5-4064-8b5d-c82174a32839	TCGA-55-6984-11A-01D-1943-01	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	0e0ff02a-dd07-487b-bd81-fa2a001977fb	TCGA-55-6984-11A	6b9eddb2-d934-4bec-883f-c6c51f3275b7	TCGA-55-6984-11A-01	0c63c572-0539-4969-afba-102af6d0e5a7	TCGA-55-6984-11A-01D	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
95bd4570-1588-4464-a301-aa425af048b8	TCGA-55-6984-11A-01D-1945-08	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	0e0ff02a-dd07-487b-bd81-fa2a001977fb	TCGA-55-6984-11A	6b9eddb2-d934-4bec-883f-c6c51f3275b7	TCGA-55-6984-11A-01	0c63c572-0539-4969-afba-102af6d0e5a7	TCGA-55-6984-11A-01D	--	released	--	--	0.05	22	--	--	--	--	--	--	--	--	--	--
d92de73d-afea-4a6c-ab13-f3d1b6e687cd	TCGA-55-6984-11A-01D-1947-05	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	0e0ff02a-dd07-487b-bd81-fa2a001977fb	TCGA-55-6984-11A	6b9eddb2-d934-4bec-883f-c6c51f3275b7	TCGA-55-6984-11A-01	0c63c572-0539-4969-afba-102af6d0e5a7	TCGA-55-6984-11A-01D	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
d777ced1-c519-4281-b0c0-9e9188303e87	TCGA-55-6984-11A-01R-1949-07	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	0e0ff02a-dd07-487b-bd81-fa2a001977fb	TCGA-55-6984-11A	6b9eddb2-d934-4bec-883f-c6c51f3275b7	TCGA-55-6984-11A-01	5762d804-0444-4199-98ad-63574112b856	TCGA-55-6984-11A-01R	--	released	--	--	0.14	22	--	--	--	--	--	--	--	--	--	--
09fa72fe-cfe1-4418-9e91-2269d7a0cf52	TCGA-55-6984-11A-01W-1984-08	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	0e0ff02a-dd07-487b-bd81-fa2a001977fb	TCGA-55-6984-11A	6b9eddb2-d934-4bec-883f-c6c51f3275b7	TCGA-55-6984-11A-01	f9f40e39-b666-441a-87fc-f06ff71b07e9	TCGA-55-6984-11A-01W	--	released	--	--	0.5	22	--	--	--	--	--	--	--	--	--	--
bf920e10-514e-4623-b92e-c83a3e32485f	TCGA-55-6984-01A-11R-1949-07	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	76c0adae-eef5-459e-a4c9-397d94ebfdcc	TCGA-55-6984-01A	fda8c98d-e76f-454d-99c0-6f3c2d9b3812	TCGA-55-6984-01A-11	bd89841d-80ae-438c-a3f6-cef7049161e5	TCGA-55-6984-01A-11R	--	released	--	--	0.16	22	--	--	--	--	--	--	--	--	--	--
cd608fca-3f0a-4990-9fb6-b97cd615864c	TCGA-55-6984-01A-11W-1984-08	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	76c0adae-eef5-459e-a4c9-397d94ebfdcc	TCGA-55-6984-01A	fda8c98d-e76f-454d-99c0-6f3c2d9b3812	TCGA-55-6984-01A-11	b99dd537-12a2-44e1-92bc-8e98b1bb781c	TCGA-55-6984-01A-11W	--	released	--	--	0.5	22	--	--	--	--	--	--	--	--	--	--
309f5324-5608-4f62-b744-5ab268b70927	TCGA-55-6984-01A-11D-1945-08	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	76c0adae-eef5-459e-a4c9-397d94ebfdcc	TCGA-55-6984-01A	fda8c98d-e76f-454d-99c0-6f3c2d9b3812	TCGA-55-6984-01A-11	f366cedb-956d-41b6-a02e-4f4a96619241	TCGA-55-6984-01A-11D	--	released	--	--	0.05	22	--	--	--	--	--	--	--	--	--	--
203eb990-a3c3-4994-af27-ba8a1e76f8a9	TCGA-55-6984-01A-11D-1947-05	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	76c0adae-eef5-459e-a4c9-397d94ebfdcc	TCGA-55-6984-01A	fda8c98d-e76f-454d-99c0-6f3c2d9b3812	TCGA-55-6984-01A-11	f366cedb-956d-41b6-a02e-4f4a96619241	TCGA-55-6984-01A-11D	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
0594ab89-da3d-4166-8c9c-8e914884020d	TCGA-55-6984-01A-11D-1943-01	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	76c0adae-eef5-459e-a4c9-397d94ebfdcc	TCGA-55-6984-01A	fda8c98d-e76f-454d-99c0-6f3c2d9b3812	TCGA-55-6984-01A-11	f366cedb-956d-41b6-a02e-4f4a96619241	TCGA-55-6984-01A-11D	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
db04c1c0-dfc9-4b5f-8763-c4db2fbbb585	TCGA-55-6984-01A-11D-1941-02	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	76c0adae-eef5-459e-a4c9-397d94ebfdcc	TCGA-55-6984-01A	fda8c98d-e76f-454d-99c0-6f3c2d9b3812	TCGA-55-6984-01A-11	f366cedb-956d-41b6-a02e-4f4a96619241	TCGA-55-6984-01A-11D	--	released	--	--	0.15	22	--	--	--	--	--	--	--	--	--	--
aaeb8ec8-03f0-4f00-8864-f968ddc43b7f	TCGA-55-6984-01A-11H-1948-13	f063ddbb-1668-40df-9ec2-b0a23ca2c389	TCGA-55-6984	TCGA-LUAD	76c0adae-eef5-459e-a4c9-397d94ebfdcc	TCGA-55-6984-01A	fda8c98d-e76f-454d-99c0-6f3c2d9b3812	TCGA-55-6984-01A-11	e43368ce-0db1-406f-b2ac-d6a7d4bb150c	TCGA-55-6984-01A-11H	--	released	--	--	0.16	22	--	--	--	--	--	--	--	--	--	--
0bb581b9-bae9-4a39-91f6-926e70361625	TCGA-69-7979-10A-01W-2217-08	a5bd7d50-9c14-49e6-89cf-6bf440c42309	TCGA-69-7979	TCGA-LUAD	a2079d6a-d6a0-4ed8-a8d9-77184a6357f0	TCGA-69-7979-10A	0012f623-949f-4fc8-aadc-0c7dae343508	TCGA-69-7979-10A-01	55c63f94-5ec3-4733-a00a-9beef66be957	TCGA-69-7979-10A-01W	--	released	--	--	0.5	22	--	--	--	--	--	--	--	--	--	--
64ff60d9-7f7b-4957-ae6f-bca8385cfcb9	TCGA-69-7979-10A-01D-2183-01	a5bd7d50-9c14-49e6-89cf-6bf440c42309	TCGA-69-7979	TCGA-LUAD	a2079d6a-d6a0-4ed8-a8d9-77184a6357f0	TCGA-69-7979-10A	0012f623-949f-4fc8-aadc-0c7dae343508	TCGA-69-7979-10A-01	3a105457-5fbe-40e7-a36f-99adaea358fc	TCGA-69-7979-10A-01D	--	released	--	--	0.17	22	--	--	--	--	--	--	--	--	--	--
