mean.A	mean.B	delta	Pvalue.ttest	p.adjust.BH	Pvalue.wilcox	a.shapiro.pvalue	b.shapiro.pvalue
ABTB1|80325	461.125474711881	655.354535092682	-194.229060380801	5.84193599453395e-10	1.30045308363631e-09	5.51119720036506e-17	5.26845439404197e-30	3.52743182317935e-11
ABTB2|25841	202.578119863349	138.571008288043	64.0071115753068	7.9475125465231e-07	1.48390669418576e-06	0.517156371048683	3.82696606457949e-49	3.74851170499138e-11
ACAA1|30	1277.08841925415	1264.26776713144	12.8206521227105	0.787683320615111	0.810500990104187	0.251473803872507	3.45687493469118e-33	0.00055425780644928
ACAA2|10449	1050.48814568764	2423.91230644792	-1373.42416076028	7.59523645852655e-16	2.30098568289816e-15	2.13778224437964e-38	1.65633092158071e-31	1.88316278304911e-10
ACACA|31	2555.97884391482	2898.5474226825	-342.568578767681	0.0809632658909975	0.101085916565803	0.0101206194620361	2.91827526451471e-39	6.55874463633586e-13
ACACB|32	572.626727612872	7256.10734945411	-6683.48062184124	3.47540464216983e-13	9.1314989388775e-13	9.31460426859594e-59	1.36566171339711e-38	2.39249083206707e-13
ACAD10|80724	556.809549904714	545.65765877578	11.1518911289344	0.357221205944258	0.395839193611915	0.217938762473871	6.84561053554454e-29	0.1310312266462
ACAD11|84129	312.987982653387	688.204143885894	-375.216161232507	1.1686787563025e-21	4.77780636114032e-21	6.56217858138019e-47	2.07998616190896e-22	1.74410164686995e-09
ACAD8|27034	472.249279030269	617.689237106114	-145.439958075845	1.29257848713839e-20	4.98645789542247e-20	5.831129559419e-24	8.86716250296621e-38	0.00232731650410865
ACAD9|28976	965.895779967775	943.273223495476	22.6225564722993	0.360555278401373	0.399081878297919	0.851050678860345	4.28219301354107e-33	0.000143637484984642
ACADL|33	20.808754706792	225.408481374868	-204.599726668076	1.13183387178527e-15	3.39533623927869e-15	3.20225182027652e-54	3.0638943014715e-55	2.1182785909436e-10
ACADM|34	1026.98856358243	1702.58471974424	-675.596156161816	7.04579711873992e-08	1.40076750890723e-07	2.81022416921836e-24	3.81644001634166e-33	3.37269689112652e-17
ACADSB|36	2380.66286850184	2470.91203987535	-90.2491713735117	0.543963725540352	0.581339818284783	0.000212927542978118	1.1815056421291e-40	1.85340050908505e-09
ACADS|35	367.635889694148	932.670509377201	-565.034619683054	3.82882000820101e-13	1.00305606212039e-12	4.81933709158145e-33	7.48996882720506e-38	1.07124954423448e-12
ACADVL|37	3877.95856864614	6331.46935715444	-2453.51078850831	2.61752122167461e-16	8.12155481369223e-16	2.27035294658463e-30	1.70092845360735e-33	2.34310932307697e-13
ACAN|176	374.658545664225	17.3046808774574	357.353864786768	0.017107762819355	0.0231139430405487	1.14774459323188e-40	6.98580541777173e-59	2.0650112407927e-18
ACAP1|9744	165.685895365251	84.454215784464	81.2316795807872	1.38726227525385e-10	3.20129052188791e-10	0.0482443944850729	2.8709269962244e-47	4.99265087592323e-19
ACAP2|23527	1277.11647283773	1553.08496481529	-275.968491977564	2.3874821835828e-09	5.14888620915319e-09	3.17216629542871e-12	9.64531950014689e-27	0.0753103981062444
ACAP3|116983	700.816753406717	428.667251999884	272.149501406833	4.63363173019878e-40	4.21876244136191e-39	1.9502633122445e-14	7.16075258383454e-34	0.00104227991954401
ACAT1|38	1170.42679041811	2149.70580976341	-979.2790193453	7.31450514588897e-07	1.36879724162687e-06	1.29693793744652e-20	8.95234918113668e-36	5.66325908750801e-17
ACAT2|39	573.101876723843	359.119561080506	213.982315643338	2.44996690324678e-30	1.50105253627453e-29	1.75048543942836e-14	6.0371680990058e-38	2.93891239095094e-11
ACBD3|64746	2214.92725894019	1396.94535061082	817.981908329371	8.92547241643435e-66	1.99617510001976e-64	5.80339788694092e-29	1.08494326297955e-20	9.87182172806729e-05
ACBD4|79777	229.396151940981	289.648184985183	-60.2520330442018	2.02648085064392e-08	4.1547511828011e-08	6.84586381899325e-12	2.01764636034589e-33	5.44350753950747e-07
ACBD5|91452	923.152245345401	833.83987506334	89.3123702820615	0.000447456524233304	0.00069156352747922	0.360288275933255	1.80116839527671e-33	0.00792148117173149
ACBD6|84320	605.04662727826	351.939489545342	253.107137732919	1.5324783143377e-79	5.23516011175828e-78	6.0902991860833e-42	1.82964503643863e-25	1.0371214407776e-06
ACBD7|414149	84.3519181181868	51.7971232201603	32.5547948980265	9.69573594690508e-07	1.80082463113722e-06	0.0228294203351126	8.8149495934533e-49	1.20982272441564e-12
ACCN1|40	19.9924058752415	5.92280328585265	14.0696025893888	1.77906379115117e-08	3.65808299410362e-08	2.32557003917058e-05	2.65465703431056e-54	6.95938580578997e-19
